OBJECTID;LAND;BEZ;LOR;STRASSE;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
203708;11;3;3020209;Niederschönhausen;3200205;2018;8;15;4;3;5;3;0;0;1;0;0;0;0;0;797869,2921;5836018,32;13,39833109;52,5923905
203709;11;1;1033101;Soldiner Straße                                                                                     ;1300732;2018;8;16;6;3;5;2;0;1;1;0;0;0;0;0;797676,2378;5832855,153;13,39264921;52,56414275
203710;11;1;1011202;Unter den Linden Nord;1100206;2018;7;16;2;2;0;4;0;0;0;1;1;0;0;0;797690,5523;5827914,083;13,38843219;52,51984456
203711;11;4;4051550;Leon-Jessel-Platz;4501147;2018;8;16;6;3;5;7;0;0;1;0;1;0;0;0;792935,1897;5824247,3;13,31532226;52,48954848
203712;11;11;11051330;Karlshorst West;11501339;2018;8;15;4;3;5;2;0;0;1;0;0;0;0;0;806051,8711;5825128,384;13,50872152;52,49025015
203713;11;9;9020802;Köllnische Vorstadt                                                                                 ;9200819;2018;8;17;6;3;5;3;0;1;1;0;0;0;0;0;810275,199;5819575,623;13,56556381;52,43810431
203714;11;2;2050802;Boxhagener Platz;2500833;2018;7;16;2;3;4;1;0;1;1;0;0;0;0;0;802108,6187;5827150,967;13,45265649;52,51057515
203715;11;4;4030620;Alt-Lietzow;4300619;2018;8;12;4;3;5;2;0;1;1;0;0;0;0;0;792638,1331;5827087,061;13,31345539;52,51516545
203716;11;3;3061227;Humannplatz;3601243;2018;7;15;2;2;5;3;0;0;1;0;0;0;0;0;799890,0178;5831729,564;13,42419424;52,55283894
203717;11;9;9051702;Bölschestraße;9501737;2018;8;15;6;3;5;3;0;0;1;0;0;0;0;0;815026,7879;5821286,314;13,63684746;52,45071761
203718;11;1;3071536;Teutoburger Platz;3701556;2018;8;11;4;3;5;3;0;1;1;0;0;0;0;0;799081,8404;5829023,217;13,40987361;52,52902504
203719;11;4;4041344;Rüdesheimer Platz;4400835;2018;8;16;6;3;5;3;0;0;1;0;1;0;0;0;793379,7;5821960,236;13,31983797;52,46880704
203720;11;7;7050503;Eisenacher Straße                                                                                   ;7501031;2018;7;15;2;3;5;7;0;0;1;0;1;0;0;0;798674,312;5819654,624;13,3954884;52,44527126
203721;11;7;7040403;Manteuffelstraße                                                                                    ;7400823;2018;7;15;2;3;2;6;0;0;1;0;0;0;1;0;797062,7946;5822166,885;13,37408271;52,46866923
203722;11;11;11030824;Frankfurter Allee Süd;11300826;2018;8;19;6;3;4;6;0;0;1;0;0;0;0;0;804681,3864;5827197,207;13,49049179;52,50955875
203723;11;7;7050506;Birnhornweg;7501135;2018;8;11;4;3;5;2;0;0;1;0;1;0;0;0;799046,0155;5816806,822;13,39839414;52,41954102
203724;11;12;12103218;Teichstraße;12100205;2018;8;19;6;3;0;1;0;0;1;0;1;0;0;0;794719,4181;5833509,009;13,34973532;52,57161268
203725;11;11;11040925;Victoriastadt;11400927;2018;8;10;4;3;5;2;0;1;1;0;0;0;0;0;803410,9094;5826628,472;13,47131083;52,50516938
203726;11;3;3061435;Conrad-Blenkle-Straße;3601452;2018;8;20;6;3;5;3;1;1;0;0;1;0;0;0;801613,7125;5829357,155;13,44738657;52,53062324
203727;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;7;15;2;3;2;6;0;0;1;0;0;0;0;0;797864,806;5821786,266;13,3855146;52,46482072
203728;11;3;3040614;Pankow Zentrum                                                                                      ;3400721;2018;8;18;7;3;2;7;0;0;1;0;0;0;0;0;798006,8529;5833233,979;13,3978526;52,56735754
203729;11;9;9041501;Altstadt Kietz;9401534;2018;7;17;2;2;4;6;0;1;0;0;0;0;0;0;810833,647;5820306,656;13,57443262;52,44433848
203730;11;7;7010102;Nollendorfplatz;7100103;2018;8;17;6;3;1;5;0;0;1;0;1;0;0;0;795841,723;5824962,606;13,35864053;52,49439326
203731;11;6;6030504;Teltower Damm;6300528;2018;8;9;4;3;5;3;0;0;1;0;0;0;0;0;790065,4592;5815862,147;13,26589212;52,41590557
203732;11;5;5010206;Gütersloher Weg;5100208;2018;8;21;6;3;5;3;1;0;1;0;1;0;0;0;782104,9491;5830172,21;13,16126888;52,54837887
203733;11;10;10010102;Havemannstraße                                                                                      ;10100102;2018;7;15;2;3;5;2;0;0;1;0;0;0;0;0;809345,7923;5834284,324;13,56560021;52,57044598
203734;11;11;11040926;Weitlingstraße;11400931;2018;8;13;6;3;5;2;0;1;1;0;0;0;0;0;805565,9933;5827271,318;13,50355375;52,5097282
203735;11;3;3050923;Weißenseer Spitze;3500934;2018;8;13;4;2;5;2;0;0;1;0;0;0;0;0;800197,4287;5832137,628;13,42908367;52,55632717
203736;11;12;12214424;Scharnweberstraße                                                                                   ;12200309;2018;8;17;6;3;2;2;0;0;1;0;0;0;0;0;793282,2428;5832585,333;13,32777346;52,56410875
203737;11;2;2030302;Lausitzer Platz;2300316;2018;8;13;4;3;0;5;0;0;1;0;0;0;1;0;800684,6674;5826561,757;13,43120559;52,50608065
203738;11;1;1011102;Großer Tiergarten;1100102;2018;7;15;2;3;2;6;0;0;1;0;0;0;0;0;795180,2753;5826952,334;13,3506899;52,51258784
203739;11;8;8010302;Bouchéstraße;8100313;2018;8;11;7;3;1;5;0;1;1;0;0;0;0;0;801968,4306;5824594,721;13,44827947;52,48774095
203740;11;7;7020201;Bayerischer Platz;7200307;2018;8;13;4;3;6;2;0;0;1;1;0;0;0;0;794946,475;5824298,254;13,34490401;52,4889223
203741;11;5;5030833;Motardstraße                                                                                        ;5300840;2018;7;14;2;3;5;3;0;0;1;0;0;0;0;0;788411,5379;5829340,62;13,25329838;52,537621
203742;11;2;2050801;Traveplatz;2500832;2018;8;20;6;3;0;7;1;0;1;0;1;0;0;1;803640,7308;5827385,123;13,47537663;52,51182321
203743;11;2;2030302;Lausitzer Platz;2300316;2018;8;13;4;3;5;3;0;0;0;0;1;0;0;0;801323,8885;5826153,769;13,4402259;52,50207112
203744;11;11;11041128;Sewanstraße;11401137;2018;8;20;6;3;3;6;0;0;1;0;0;0;0;0;807088,1548;5825791,633;13,5245476;52,49561237
203745;11;11;11030619;Fennpfuhl Ost;11300620;2018;7;14;2;3;2;6;0;0;1;0;0;0;0;0;803979,0758;5829808,641;13,48256189;52,53335591
203746;11;2;2050802;Boxhagener Platz;2500833;2018;8;16;7;3;1;5;0;1;0;0;0;0;1;0;802333,3715;5827096,712;13,45590887;52,50996435
203747;11;4;4041344;Rüdesheimer Platz;4400835;2018;8;15;1;3;2;6;0;0;1;0;1;0;0;0;793307,9239;5822275,683;13,31906171;52,47167347
203748;11;2;2040502;Friedenstraße;2400521;2018;7;14;2;3;6;3;0;0;0;1;0;0;1;0;801208,078;5828641,166;13,4407763;52,52443003
203749;11;4;4010103;Paul-Hertz-Siedlung;4100102;2018;8;17;6;3;0;1;0;0;0;0;1;0;0;0;791139,2034;5829124,683;13,2932128;52,53423478
203750;11;8;8010303;Donaustraße;8100314;2018;8;14;4;3;3;5;0;1;0;0;0;0;1;0;801244,8453;5823811,898;13,4369477;52,48112405
203751;11;11;11040925;Victoriastadt;11400927;2018;8;15;6;3;6;2;0;0;1;1;0;0;0;0;803407,9744;5826616,289;13,47125662;52,50506182
203752;11;6;6030609;Augustaplatz;6300633;2018;8;9;4;3;3;6;0;1;0;0;0;1;0;0;793142,4845;5818164,812;13,31302446;52,4349093
203753;11;12;12214125;Waldidyll/Flughafensee;12200412;2018;7;13;2;3;5;3;0;0;1;0;1;0;0;0;790906,966;5833913,683;13,29399568;52,57729156
203754;11;11;11030618;Fennpfuhl West;11300617;2018;8;8;4;3;6;4;0;1;0;1;0;0;0;0;803031,2387;5829185,236;13,46806282;52,52829623
203755;11;4;4020310;Park Ruhwald;4200308;2018;8;13;6;3;2;6;0;0;1;0;0;0;0;0;788212,6487;5827804,788;13,24904248;52,52395688
203756;11;5;5010103;Amorbacher Weg;5100105;2018;8;14;4;3;5;3;0;1;1;0;0;0;0;0;784409,091;5831050,278;13,19591031;52,55505349
203757;11;4;4030725;Amtsgerichtsplatz;4300416;2018;7;13;2;2;5;7;0;0;1;0;1;0;0;0;791691,2589;5826102,469;13,29867838;52,50684596
203758;11;8;8010211;Flughafenstraße;8100206;2018;8;22;7;2;5;7;2;0;1;0;1;0;0;0;800404,3394;5824032,107;13,42480672;52,48356089
203759;11;3;3071639;Bötzowstraße;3701660;2018;7;13;2;3;5;7;0;0;1;0;1;0;0;0;800855,0118;5829183,482;13,43607862;52,52948585
203760;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;8;7;4;2;5;2;0;0;0;0;1;0;1;0;801292,1115;5827403,863;13,4408906;52,51329348
203761;11;1;1022206;Lüneburger Straße                                                                                   ;1200628;2018;8;15;6;3;0;2;0;0;1;0;0;0;1;0;796236,05;5828487,58;13,36756918;52,52577748
203762;11;8;8030829;Gropiusstadt Nord;8300934;2018;8;6;4;2;3;6;0;0;1;0;1;0;0;0;803525,78;5818194,367;13,46532627;52,42951161
203763;11;1;1044202;Sparrplatz;1401046;2018;7;15;2;3;2;6;0;0;1;0;0;0;0;0;794786,2701;5830111,324;13,34770142;52,54111896
203764;11;6;6040703;Nikolassee;6400737;2018;8;17;7;2;5;3;0;0;1;0;1;0;0;0;784910,6989;5817540,358;13,19173449;52,4336605
203765;11;7;7030302;Ceciliengärten;7300618;2018;8;8;4;3;6;2;0;0;1;1;0;0;0;0;794584,9291;5821853,431;13,33743482;52,46720104
203766;11;4;4030623;Ernst-Reuter-Platz;4300622;2018;7;23;2;3;3;6;2;0;1;0;0;0;1;0;793861,5108;5826257,302;13,33069934;52,50706931
203767;11;6;6040809;Thielallee;6400843;2018;8;13;6;2;5;2;0;1;1;0;0;0;0;0;791101,0957;5819247,768;13,28402414;52,44570844
203768;11;2;2010102;Mehringplatz;2100102;2018;8;4;4;3;6;4;0;0;1;1;1;0;0;0;798169,6582;5826504,707;13,3942096;52,50694956
203769;11;8;8020619;Buschkrugallee Nord;8200623;2018;8;12;6;2;5;3;0;0;1;0;1;0;0;0;801396,3526;5821135,667;13,43675441;52,4570527
203770;11;2;2050801;Traveplatz;2500830;2018;7;20;2;3;5;3;1;1;1;0;0;0;0;0;802696,6051;5827351,466;13,46147642;52,51204626
203771;11;1;1011105;Nördlicher Landwehrkanal                                                                            ;1100102;2018;8;16;7;2;0;7;0;1;0;0;0;0;0;0;796090,961;5826216,009;13,36341536;52,50549377
203772;11;2;2010102;Mehringplatz;2100102;2018;7;20;2;3;1;5;0;0;1;0;1;0;0;0;797952,3553;5826268,545;13,39080601;52,50495138
203773;11;12;12224230;Heiligensee;12400618;2018;8;10;4;2;5;2;0;1;1;0;0;0;0;0;787344,963;5837836,655;13,24497983;52,61435509
203774;11;4;4010102;Plötzensee;4100101;2018;8;12;6;3;2;6;0;0;1;0;0;0;0;0;793359,092;5829660,617;13,3263199;52,53784885
203775;11;6;6010205;Südende;6100205;2018;8;12;4;3;0;1;0;0;0;0;1;0;0;0;795531,7;5819952,234;13,3496484;52,44964678
203776;11;1;1011201;Wilhelmstraße                                                                                       ;1100205;2018;7;19;2;3;5;3;0;1;1;0;0;0;0;0;797157,6352;5826452,467;13,37929592;52,50703345
203777;11;12;12301205;Waidmannslust;12500928;2018;8;8;4;2;0;7;0;0;0;0;0;1;0;0;792463,8281;5837326,309;13,31991852;52,60704959
203778;11;1;1011301;Charitéviertel;1100308;2018;7;19;2;3;4;2;0;1;1;0;0;0;0;0;797560,3386;5828206,481;13,38678032;52,52253662
203779;11;2;2050802;Boxhagener Platz;2500834;2018;8;12;6;3;5;3;0;1;0;0;0;0;0;0;803252,3241;5826574,597;13,46893244;52,50477468
203780;11;3;3040818;Pankow Süd                                                                                          ;3400831;2018;8;1;4;2;0;1;2;1;0;0;0;0;0;0;799961,7942;5833858,139;13,4271739;52,57187839
203781;11;1;1011303;Alexanderplatzviertel;1100310;2018;7;18;2;3;2;6;0;0;1;0;1;0;0;0;799544,2603;5828805,759;13,41647395;52,52682197
203782;11;4;4031032;Halensee;4500937;2018;8;14;7;3;2;2;0;0;1;0;0;0;0;0;791293,6216;5825005,135;13,2918763;52,49722087
203783;11;1;1011303;Alexanderplatzviertel;1100310;2018;7;14;2;3;5;2;0;1;0;0;0;1;0;0;799594,9464;5828255,708;13,41672333;52,52186378
203784;11;11;11051229;Rummelsburg;11501238;2018;8;11;6;3;5;3;0;1;1;0;0;0;0;0;804759,3465;5825398,817;13,48999118;52,49339702
203785;11;11;11030721;Rüdigerstraße;11300722;2018;8;15;4;2;0;1;0;1;0;0;0;0;0;0;804270,4991;5827838,454;13,48504245;52,51553533
203786;11;10;10020622;Kaulsdorf Nord I                                                                                    ;10200629;2018;8;10;6;2;5;2;0;0;1;0;1;0;0;0;810960,558;5828200,778;13,58365541;52,51500942
203787;11;4;4030518;Tegeler Weg;4300517;2018;8;12;7;3;0;7;0;1;1;0;0;0;0;0;791543,5128;5828035,045;13,29820108;52,52425023
203788;11;5;5010311;Eiswerder;5100313;2018;8;11;4;3;2;6;0;1;0;0;0;0;1;0;785389,2636;5830610,596;13,20995054;52,55059862
203789;11;6;6030607;Goerzwerke;6300631;2018;7;12;2;3;5;2;0;1;0;0;0;0;1;0;790821,5361;5815581,551;13,27673409;52,41298875
203790;11;6;6040703;Nikolassee;6400737;2018;8;10;6;3;5;3;0;1;1;0;0;0;0;0;786576,9283;5817919,472;13,21650194;52,43618918
203791;11;8;8040934;Vogelviertel Nord;8401140;2018;8;10;4;2;0;7;0;1;0;0;0;0;0;0;803085,8451;5819436,098;13,4600012;52,44088519
203792;11;2;2010103;Moritzplatz;2100104;2018;8;9;6;2;6;7;0;0;0;1;0;0;1;0;798838,468;5826147,727;13,40371402;52,5033838
203793;11;3;3061126;Arnimplatz;3601141;2018;8;10;7;3;5;3;0;1;1;0;0;0;0;0;799220,1336;5831773,676;13,4143833;52,55360275
203794;11;12;12214125;Waldidyll/Flughafensee;12200412;2018;7;12;2;3;4;6;0;1;0;0;0;0;0;0;790967,506;5833827,196;13,29481066;52,57648386
203795;11;8;8010118;Silbersteinstraße;8100104;2018;8;7;6;3;2;6;0;1;0;0;0;1;0;0;800822,8699;5822577,938;13,42963975;52,47029626
203796;11;4;4041136;Hagenplatz;4400728;2018;8;9;4;1;3;2;0;1;0;0;0;1;0;0;789617,2306;5823355,486;13,2658174;52,48332355
203797;11;4;4051655;Babelsberger Straße;4501153;2018;7;11;2;3;5;7;0;1;1;0;0;0;0;0;794155,3468;5824090,758;13,33310288;52,48748906
203798;11;7;7060604;Marienfelde Süd;7601341;2018;8;13;3;3;2;6;0;0;1;0;0;0;0;0;797768,7469;5815365,412;13,37838541;52,40731658
203799;11;6;6030504;Teltower Damm;6300528;2018;7;11;2;3;2;2;0;0;1;0;0;0;0;0;790856,1987;5817577,641;13,27897764;52,43086575
203800;11;5;5030731;Gartenfelder Straße                                                                                 ;5300737;2018;8;13;6;3;0;1;0;0;0;0;1;0;0;0;787941,8229;5830041,628;13,24699961;52,54415424
203801;11;3;3051022;Hansastraße;3501038;2018;8;21;3;3;0;2;1;1;1;0;0;0;0;0;803675,203;5832011,683;13,48010966;52,55327037
203802;11;1;1011402;Arkonaplatz;1100416;2018;8;8;6;2;3;6;0;1;0;0;0;0;1;0;798795,0232;5829697,445;13,40626422;52,53522579
203803;11;5;5010101;Hakenfelde Nord;5100104;2018;7;10;2;2;6;2;0;0;1;1;0;0;0;0;785230,2384;5831827,416;13,2086572;52,56159175
203804;11;5;5010103;Amorbacher Weg;5100105;2018;8;8;7;3;5;3;0;0;1;0;0;0;0;0;784422,2338;5831394,259;13,19639841;52,55813076
203805;11;12;12214422;Klixstraße                                                                                          ;12200310;2018;7;11;2;3;2;2;0;0;1;0;0;0;0;0;792338,3165;5833919,286;13,31506339;52,57657475
203806;11;9;9020702;Adlershof Ost;9200717;2018;8;20;6;3;6;4;0;0;1;1;0;0;0;0;809125,7963;5819503,525;13,54864215;52,43810901
203807;11;10;10010207;Marzahner Promenade;10100210;2018;8;15;3;3;5;2;0;1;1;0;0;0;0;0;808832,5403;5831785,379;13,55572593;52,54834272
203808;11;12;12231101;Hermsdorf;12400723;2018;8;6;6;3;1;5;0;0;1;0;0;0;0;0;791674,2532;5838930,715;13,30970649;52,62185665
203809;11;1;1011302;Oranienburger Straße                                                                                ;1100309;2018;7;10;2;3;5;3;0;0;1;0;1;0;0;0;798638,5914;5828375,791;13,40277757;52,52346477
203810;11;11;11030721;Rüdigerstraße;11300725;2018;8;5;6;3;0;1;1;1;1;0;0;0;0;0;805154,4337;5827552,117;13,49776579;52,51247522
203811;11;2;2020203;Viktoriapark;2200208;2018;8;19;3;3;5;2;0;1;1;0;0;0;0;0;797841,0088;5824926,909;13,3879706;52,492986
203812;11;9;9031202;Schmöckwitz/Rauchfangswerder;9301228;2018;8;23;6;3;3;6;2;0;1;0;0;0;0;0;819516,0896;5812746,895;13,69453645;52,3715986
203813;11;6;6030610;Lichterfelde West                                                                                   ;6300634;2018;7;9;2;3;0;2;0;0;0;0;0;0;1;0;792950,1745;5817757,965;13,3098472;52,43136502
203814;11;7;7040401;Neu-Tempelhof;7400721;2018;7;9;2;3;5;2;0;1;1;0;0;0;0;0;798741,9674;5823946,932;13,40032313;52,48370945
203815;11;9;9051801;Rahnsdorf/Hessenwinkel;9501838;2018;8;13;6;1;5;3;0;0;1;0;0;0;1;0;820705,8761;5819508,274;13,71842617;52,43148517
203816;11;1;1044201;Reinickendorfer Straße                                                                              ;1401045;2018;8;19;3;3;2;6;0;0;1;0;0;0;1;0;796833,4614;5831550,256;13,3790853;52,55290602
203817;11;4;4030929;Hindemithplatz;4501040;2018;8;20;5;3;3;6;0;1;0;0;0;0;0;0;792396,004;5825696,51;13,30867586;52,50282939
203818;11;7;7040403;Manteuffelstraße                                                                                    ;7400823;2018;7;13;2;3;2;6;0;0;1;0;0;0;1;0;797283,4989;5821136,054;13,37640394;52,4593088
203819;11;9;9051901;Dammvorstadt;9501939;2018;8;19;3;3;5;2;0;1;1;0;0;0;0;0;810269,7148;5821458,38;13,56723183;52,45498015
203820;11;8;8010406;Treptower Straße Nord;8100419;2018;7;23;1;3;5;3;2;1;1;0;0;0;0;0;802382,7977;5824029,199;13,45385046;52,48244281
203821;11;1;1011304;Karl-Marx-Allee;1100311;2018;8;6;5;3;6;4;0;1;0;1;0;0;0;0;799859,1913;5828614,747;13,42093003;52,52493674
203822;11;1;1011303;Alexanderplatzviertel;1100310;2018;8;18;3;3;2;2;0;0;1;0;1;0;0;0;799108,0022;5828990,793;13,41022895;52,52872005
203823;11;7;7070707;Wittelsbacherstraße                                                                                 ;7601548;2018;8;16;5;2;2;6;0;1;0;0;0;0;0;0;800694,3523;5813334,38;13,41944244;52,38751243
203824;11;1;1022104;Emdener Straße                                                                                      ;1200520;2018;7;22;1;3;2;6;2;0;1;0;0;0;0;0;794573,0515;5828466,901;13,34310914;52,52649319
203825;11;1;1044101;Rehberge;1400938;2018;8;9;7;3;2;6;0;0;1;0;0;0;0;0;794153,0406;5830305,591;13,33856328;52,54320265
203826;11;3;3040818;Pankow Süd                                                                                          ;3400831;2018;7;21;1;3;5;2;0;0;1;0;0;0;0;0;800075,9512;5833884,354;13,42887701;52,57205043
203827;11;7;7030303;Grazer Platz;7300619;2018;8;19;5;3;0;2;0;1;1;0;0;0;0;0;795243,0007;5822261,7;13,34745521;52,47050569
203828;11;1;1022204;Thomasiusstraße                                                                                     ;1200626;2018;8;17;3;3;6;2;0;0;1;1;0;0;0;0;795022,3644;5828267,938;13,34953645;52,52446668
203829;11;6;6030503;Zehlendorf Mitte                                                                                    ;6300526;2018;8;13;5;3;1;5;0;1;0;0;0;0;1;0;789459,3901;5817461,902;13,25838985;52,43056899
203830;11;3;3071537;Kollwitzplatz;3701555;2018;8;10;1;3;5;3;0;1;0;0;1;0;0;0;799256,2326;5830052,7;13,41336357;52,53815707
203831;11;1;1011302;Oranienburger Straße                                                                                ;1100309;2018;7;20;1;3;5;2;0;1;1;0;0;0;0;0;798871,6369;5828554,599;13,40636298;52,52493984
203832;11;9;9051701;Hirschgarten;9501736;2018;8;13;5;3;5;2;0;0;0;0;1;0;1;0;813011,4913;5821411,709;13,6074065;52,45299884
203833;11;12;12301206;Lübars;12500929;2018;8;18;3;2;5;7;0;0;1;0;1;0;0;0;794315,0759;5838370,375;13,34810627;52,61540961
203834;11;4;4030930;George-Grosz-Platz;4501041;2018;8;13;5;3;1;5;0;0;1;0;0;0;0;0;793135,993;5825664,325;13,3195182;52,50214382
203835;11;12;12304313;Borsigwalde;12500825;2018;8;18;3;3;0;1;0;0;0;0;1;0;0;0;791473,4168;5834321,361;13,30268976;52,58064317
203836;11;4;4030931;Breitscheidplatz;4501042;2018;7;20;1;3;6;4;1;1;0;1;0;0;0;0;793926,1415;5825855,242;13,3312939;52,50343025
203837;11;3;3050925;Komponistenviertel Weißensee;3500936;2018;8;10;7;3;5;3;0;0;1;0;0;0;0;0;802308,3785;5831352,526;13,45941138;52,54812277
203838;11;2;2030301;Oranienplatz;2300314;2018;8;17;3;3;5;2;0;1;1;0;0;0;0;0;799948,2895;5826085,13;13,41995931;52,50221377
203839;11;1;1044101;Rehberge;1400938;2018;7;20;1;3;2;7;0;0;1;0;1;0;0;0;794218,0792;5830909,855;13,34005485;52,54858435
203840;11;6;6010102;Schloßstraße                                                                                        ;6100102;2018;8;12;5;3;2;6;0;1;0;0;0;0;1;0;793720,8382;5821024,835;13,32402222;52,46023822
203841;11;5;5030731;Gartenfelder Straße                                                                                 ;5300737;2018;8;17;3;3;5;2;0;0;1;0;1;0;0;0;787324,0703;5829803,638;13,23770933;52,54234667
203842;11;2;2020204;Urbanstraße;2200210;2018;8;11;5;3;2;6;0;0;1;0;1;0;0;0;798267,6849;5824785,905;13,39411035;52,49148909
203843;11;8;8010303;Donaustraße;8100314;2018;7;19;1;3;2;6;0;0;1;0;0;0;0;0;800666,5144;5824329,139;13,42892382;52,48607899
203844;11;1;1011201;Wilhelmstraße                                                                                       ;1100205;2018;8;6;7;3;8;1;0;0;0;0;1;0;0;0;796966,6676;5826826,281;13,376824;52,51048828
203845;11;8;8010301;Reuterkiez;8100312;2018;7;19;1;3;6;4;0;1;0;1;0;0;0;0;801466,989;5824429,702;13,44076762;52,48653897
203846;11;5;5030731;Gartenfelder Straße                                                                                 ;5300737;2018;8;17;3;3;3;6;0;0;1;0;1;0;0;0;787499,5418;5829891,361;13,24036556;52,54304059
203847;11;12;12214422;Klixstraße                                                                                          ;12200310;2018;7;19;1;3;2;6;0;0;1;0;0;0;0;0;791754,7298;5832941,183;13,30561529;52,56811956
203848;11;9;9051702;Bölschestraße;9501737;2018;8;11;5;2;2;2;0;0;1;0;0;0;0;0;814715,1639;5821936,887;13,63289004;52,45672678
203849;11;8;8010510;Gewerbegebiet Köllnische Heide;8100521;2018;8;17;3;3;5;3;0;0;1;0;0;0;0;0;803584,897;5821664,781;13,46934633;52,46058389
203850;11;6;6010103;Markelstraße                                                                                        ;6100103;2018;8;10;5;3;2;6;0;0;1;0;0;0;0;0;793213,8917;5821603,089;13,31709023;52,46569434
203851;11;1;1011306;Heine-Viertel Ost;1100313;2018;7;17;1;3;5;2;0;1;1;0;0;0;0;0;800077,1882;5826454,975;13,42218589;52,50545797
203852;11;1;1033202;Humboldthain Süd;1300835;2018;7;16;1;3;2;6;0;1;1;0;0;0;0;0;797821,0033;5830253,544;13,39244492;52,54074362
203853;11;9;9020502;Oberschöneweide Ost;9200512;2018;8;10;5;3;2;2;0;0;1;0;0;0;0;0;809382,4719;5821484,221;13,55424025;52,45571462
203854;11;3;3050923;Weißenseer Spitze;3500934;2018;8;17;3;3;5;3;0;0;1;0;0;0;0;0;801069,9318;5831430,162;13,44127297;52,54950447
203855;11;9;9051901;Dammvorstadt;9501939;2018;8;9;5;3;2;6;0;0;1;0;0;0;1;0;809792,984;5821572,84;13,5603446;52,4562763
203856;11;4;4010101;Jungfernheide;4100101;2018;8;16;3;3;2;6;0;0;1;0;0;0;0;0;791290,4777;5830670,547;13,29679212;52,54801237
203857;11;8;8020619;Buschkrugallee Nord;8200623;2018;7;15;1;3;5;3;0;0;1;0;0;0;0;0;802483,8835;5820700,931;13,45231739;52,45255534
203858;11;9;9041301;Kietzer Feld/Nachtheide                                                                             ;9401329;2018;8;16;3;3;1;5;0;1;1;0;0;0;0;0;812210,0499;5818373,575;13,59281296;52,4262313
203859;11;3;3071638;Winsstraße;3701659;2018;8;8;5;3;1;5;0;1;1;0;0;0;0;0;799989,4366;5829407,602;13,42355943;52,53197173
203860;11;1;1022104;Emdener Straße                                                                                      ;1200520;2018;8;16;3;3;2;6;0;0;1;0;0;0;1;0;794213,3037;5828455,234;13,33781132;52,52658286
203861;11;1;1022103;Westhafen;1200517;2018;8;16;3;3;5;2;0;0;1;0;1;0;0;0;794983,8576;5829554,586;13,35011219;52,53602132
203862;11;1;1011402;Arkonaplatz;1100416;2018;7;14;1;3;6;2;0;0;1;1;0;0;0;0;798681,1845;5829454,4;13,40437245;52,53310964
203863;11;1;1044201;Reinickendorfer Straße                                                                              ;1401045;2018;8;7;5;3;5;3;0;1;0;0;0;0;1;0;796466,6269;5831941,932;13,37404046;52,55661675
203864;11;12;12103218;Teichstraße;12100205;2018;8;16;3;2;0;7;0;0;1;0;0;0;0;0;794563,0954;5834878,439;13,3486522;52,58397311
203865;11;2;2030302;Lausitzer Platz;2300316;2018;8;6;5;2;5;2;0;0;1;0;1;0;0;0;800733,5817;5826516,747;13,43188344;52,50565025
203866;11;6;6010205;Südende;6100205;2018;7;13;1;3;1;5;0;0;1;0;0;0;1;0;795449,3366;5819961,781;13,34844841;52,44977688
203867;11;4;4020209;Eichkamp;4200207;2018;7;11;1;3;4;6;0;1;1;0;0;0;0;0;789413,0663;5824708,659;13,26399452;52,49556342
203868;11;2;2010102;Mehringplatz;2100102;2018;8;22;5;3;4;6;2;0;1;0;1;0;0;0;798319,7789;5825600,363;13,3956047;52,49876121
203869;11;8;8010303;Donaustraße;8100314;2018;8;15;3;3;5;2;0;1;1;0;0;0;0;0;801016,1576;5823905,202;13,43367463;52,48208647
203870;11;1;1011301;Charitéviertel;1100308;2018;7;11;1;3;1;5;0;1;1;0;0;0;0;0;796416,2588;5829387,134;13,37101975;52,53374312
203871;11;8;8010117;Schillerpromenade;8100103;2018;8;15;3;3;3;6;0;1;1;0;0;0;0;0;800677,6533;5822973,371;13,42786478;52,47392062
203872;11;2;2050801;Traveplatz;2500830;2018;8;15;3;3;1;5;0;1;1;0;0;0;0;0;802630,7436;5827375,232;13,46053048;52,51229582
203873;11;4;4010102;Plötzensee;4100101;2018;8;21;5;3;3;6;0;0;1;0;0;0;0;0;792227,3069;5830683,651;13,31058027;52,54762811
203874;11;7;7070704;Nahariyastraße                                                                                      ;7601545;2018;8;15;3;3;5;3;0;0;1;0;0;0;0;0;800176,3563;5814059,55;13,41250318;52,39429665
203875;11;4;4030931;Breitscheidplatz;4501042;2018;7;4;1;3;5;2;2;0;1;0;0;0;0;1;794479,6624;5825854,963;13,33942494;52,50312928
203876;11;1;1011203;Unter den Linden Süd;1100206;2018;8;14;3;3;5;2;0;0;1;0;1;0;0;0;797758,76;5827447,685;13,38901705;52,51562663
203877;11;4;4030620;Alt-Lietzow;4300619;2018;7;9;1;3;0;7;0;0;1;1;0;0;0;0;791894,9065;5827476,316;13,30287544;52,51905333
203878;11;9;9041601;Müggelheim;9401635;2018;8;20;5;3;5;2;0;1;1;0;0;0;0;0;817329,2072;5816867,315;13,66642192;52,40978993
